"id_study";"age";"order";"count"
"CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value";"19";"Malpighiales";1
"CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value";"30";"Sapindales";1
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats";"34.5";"Lamiales";1
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"24.5";"Lamiales";172
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"24.5";"Malpighiales";2
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"34.5";"Lamiales";177
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"34.5";"Malpighiales";1
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"44.5";"Lamiales";148
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"44.5";"Laurales";2
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"500";"Lamiales";182
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"500";"Laurales";2
"CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats";"500";"Magnoliales";1
"CU_Gillison et al. 2003_2 3I Plants random plots or quadrats";"13";"FUNGI";50
"CU_Gillison et al. 2003_2 3I Plants random plots or quadrats";"500";"FUNGI";103
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"11.5";"Fabales";2
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"11.5";"Lamiales";5
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"11.5";"Laurales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"22.5";"Ericales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"22.5";"Fabales";3
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"22.5";"Lamiales";15
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"22.5";"Laurales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"22.5";"Sapindales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Caryophyllales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Ericales";2
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Fabales";4
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Fagales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Lamiales";26
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Laurales";2
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Rosales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Sapindales";2
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"47.5";"Solanales";2
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Brassicales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Caryophyllales";4
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Ericales";4
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Fabales";4
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Fagales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Lamiales";22
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Laurales";2
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Malpighiales";1
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Sapindales";2
"CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats";"500";"Solanales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"40";"Asparagales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"40";"Ericales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"40";"Fagales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"40";"Lamiales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"40";"Laurales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Asparagales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Austrobaileyales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Ericales";6
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Fabales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Gentianales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Lamiales";4
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Laurales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Pinales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Polypodiales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)";"500";"Saxifragales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Apiales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Aquifoliales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Asparagales";7
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Asterales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Austrobaileyales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Cornales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Dioscoreales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Ericales";7
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Fabales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Fagales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Garryales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Gentianales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Lamiales";8
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Laurales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Liliales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Pinales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Polypodiales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Ranunculales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Rosales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Sapindales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"40";"Vitales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Apiales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Aquifoliales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Asparagales";8
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Asterales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Austrobaileyales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Celastrales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Cornales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Dipsacales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Ericales";8
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Fabales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Fagales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Garryales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Gentianales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Hymenophyllales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Lamiales";13
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Laurales";4
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Liliales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Pinales";2
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Poales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Polypodiales";5
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Ranunculales";1
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Rosales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Sapindales";3
"CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)";"500";"Selaginellales";1
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"1";"Lamiales";14
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"10";"Lamiales";25
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"15";"Lamiales";30
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"2";"Lamiales";14
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"20";"Lamiales";29
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"23";"Lamiales";26
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"3";"Lamiales";21
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"30";"Lamiales";28
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"40";"Lamiales";25
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"5";"Lamiales";29
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"50";"Lamiales";26
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"500";"Lamiales";19
"CU_Kennard 2002_1 2R Plants random plots or quadrats";"7";"Lamiales";25
"CU_Liebsch et al. 2008 Liebsch et al. 2007_Guapyassu 1994";"120";"Lamiales";57
"CU_Liebsch et al. 2008 Liebsch et al. 2007_Guapyassu 1994";"14";"Lamiales";24
"CU_Liebsch et al. 2008 Liebsch et al. 2007_Guapyassu 1994";"25";"Lamiales";37
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Arecales";7
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Boraginales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Ericales";3
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Fabales";33
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Lamiales";105
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Laurales";5
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Magnoliales";6
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Malpighiales";19
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Malvales";2
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Myrtales";5
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Rosales";7
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"10";"Sapindales";18
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Arecales";3
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Boraginales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Ericales";2
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Fabales";35
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Gentianales";3
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Lamiales";93
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Laurales";6
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Magnoliales";7
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Malpighiales";19
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Malvales";3
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Myrtales";3
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Rosales";4
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Santalales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"11";"Sapindales";11
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Arecales";5
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Boraginales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Ericales";4
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Fabales";9
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Gentianales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Lamiales";105
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Laurales";4
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Magnoliales";7
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Malpighiales";8
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Malvales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Myrtales";2
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Rosales";6
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Santalales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"500";"Sapindales";9
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Arecales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Fabales";4
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Lamiales";21
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Laurales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Magnoliales";2
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Malpighiales";5
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Malvales";1
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Myrtales";5
"CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats";"9";"Rosales";1
"CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats";"13";"Lamiales";1
"CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats";"77";"Lamiales";3
"CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats";"80";"Lamiales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Boraginales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Caryophyllales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Ericales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Fabales";5
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Gentianales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Lamiales";11
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Laurales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Magnoliales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Malpighiales";4
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Malvales";4
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Myrtales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Oxalidales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Picramniales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Rosales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"100";"Sapindales";9
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Boraginales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Fabales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Gentianales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Lamiales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Magnoliales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Malvales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Rosales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"11";"Sapindales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"12";"Celastrales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"12";"Fabales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"12";"Lamiales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"12";"Malvales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"12";"Myrtales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"12";"Sapindales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"13";"Boraginales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"13";"Celastrales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"13";"Dilleniales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"13";"Fabales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"13";"Lamiales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"13";"Malvales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"13";"Sapindales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"15";"Fabales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"15";"Gentianales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"15";"Lamiales";6
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"15";"Malpighiales";1
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"15";"Malvales";5
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"15";"Sapindales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"17";"Boraginales";2
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"17";"Fabales";3
"CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats";"17";"Lamiales";2
