"id_study";"age";"order";"count"
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"10";"Sapindales";20
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"10";"Solanales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"10";"Vitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Asterales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Boraginales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Caryophyllales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Cucurbitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Dilleniales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Ericales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Fabales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Gentianales";10
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Lamiales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Laurales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Liliales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Magnoliales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Malpighiales";14
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Malvales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Myrtales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Piperales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Rosales";12
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Santalales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Sapindales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Solanales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Vitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"11";"Zingiberales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Asterales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Boraginales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Caryophyllales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Cucurbitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Cyatheales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Dilleniales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Fabales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Gentianales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Lamiales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Liliales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Magnoliales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Malpighiales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Malvales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Myrtales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Oxalidales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Piperales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Ranunculales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Rosales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Sapindales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Solanales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"14";"Zingiberales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Alismatales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Arecales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Asterales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Boraginales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Caryophyllales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Cyatheales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Dilleniales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Ericales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Fabales";13
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Gentianales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Icacinales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Lamiales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Laurales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Liliales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Magnoliales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Malpighiales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Malvales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Myrtales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Oxalidales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Piperales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Ranunculales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Rosales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Santalales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Sapindales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Solanales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Vitales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"16";"Zingiberales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Apiales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Arecales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Asterales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Boraginales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Caryophyllales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Cucurbitales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Cyatheales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Dilleniales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Ericales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Fabales";20
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Gentianales";14
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Icacinales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Lamiales";10
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Laurales";10
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Liliales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Magnoliales";13
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Malpighiales";26
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Malvales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Myrtales";17
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Oxalidales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Piperales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Polypodiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Rosales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Santalales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Sapindales";17
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Solanales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Vitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Zingiberales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Arecales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Asterales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Boraginales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Caryophyllales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Cucurbitales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Cyatheales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Dilleniales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Ericales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Fabales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Gentianales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Lamiales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Laurales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Liliales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Magnoliales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Malpighiales";11
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Malvales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Myrtales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Piperales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Ranunculales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Rosales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Sapindales";13
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Solanales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Vitales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Zingiberales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Arecales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Asterales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Boraginales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Cucurbitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Cyatheales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Dilleniales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Fabales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Gentianales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Lamiales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Laurales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Liliales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Magnoliales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Malpighiales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Myrtales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Piperales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Polypodiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Rosales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Sapindales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Zingiberales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Arecales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Asterales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Boraginales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Caryophyllales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Cucurbitales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Cyatheales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Dilleniales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Ericales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Fabales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Gentianales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Lamiales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Laurales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Liliales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Magnoliales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Malpighiales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Malvales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Myrtales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Piperales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Rosales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Santalales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Sapindales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Solanales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Vitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Zingiberales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Apiales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Arecales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Asterales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Caryophyllales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Cucurbitales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Cyatheales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Dilleniales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Ericales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Fabales";16
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Gentianales";16
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Lamiales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Laurales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Liliales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Magnoliales";13
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Malpighiales";17
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Malvales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Myrtales";12
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Oxalidales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Piperales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Polypodiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Rosales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Santalales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Sapindales";17
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Solanales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Zingiberales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Arecales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Asterales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Boraginales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Brassicales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Caryophyllales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Cucurbitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Dilleniales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Fabales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Gentianales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Lamiales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Liliales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Magnoliales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Malpighiales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Malvales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Myrtales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Piperales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Rosales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Sapindales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Solanales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Alismatales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Arecales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Asterales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Boraginales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Caryophyllales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Cucurbitales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Cyatheales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Dilleniales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Ericales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Fabales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Gentianales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Lamiales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Laurales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Liliales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Magnoliales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Malpighiales";12
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Malvales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Myrtales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Oxalidales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Piperales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Rosales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Sapindales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Apiales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Arecales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Asterales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Boraginales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Brassicales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Cyatheales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Dilleniales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Ericales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Fabales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Gentianales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Gnetales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Lamiales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Laurales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Liliales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Magnoliales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Malpighiales";10
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Malvales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Myrtales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Oxalidales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Piperales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Ranunculales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Rosales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Santalales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Sapindales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Apiales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Aquifoliales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Arecales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Asterales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Boraginales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Brassicales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Caryophyllales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Celastrales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Cucurbitales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Dilleniales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Ericales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Fabales";25
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Gentianales";21
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Icacinales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Lamiales";12
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Laurales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Liliales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Magnoliales";11
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Malpighiales";28
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Malvales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Metteniusales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Myrtales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Oxalidales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Piperales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Ranunculales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Rosales";15
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Santalales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Sapindales";25
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"35";"Solanales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Apiales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Arecales";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Asterales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Boraginales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Brassicales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Caryophyllales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Celastrales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Cucurbitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Cyatheales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Dilleniales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Ericales";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Fabales";20
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Gentianales";20
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Lamiales";12
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Laurales";19
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Liliales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Magnoliales";13
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Malpighiales";33
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Malvales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Myrtales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Oxalidales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Picramniales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Piperales";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Ranunculales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Rosales";14
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Santalales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Sapindales";25
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Solanales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"42";"Vitales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Apiales";6
