"id_study";"age";"family";"count"
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Nyctaginaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Ochnaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Passifloraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Phyllanthaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Phytolaccaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Piperaceae";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Polygalaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Polygonaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Primulaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Rhamnaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Rubiaceae";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Salicaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Sapindaceae";10
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Sapotaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Simaroubaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Siparunaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Smilacaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Solanaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Urticaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Vitaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Vochysiaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"18";"Zingiberaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Annonaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Apocynaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Araliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Arecaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Aristolochiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Asteraceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Bignoniaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Burseraceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Calophyllaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Convolvulaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Cordiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Cucurbitaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Cyatheaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Dichapetalaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Dilleniaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Euphorbiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Fabaceae";9
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Heliconiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Hernandiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Hypericaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Lacistemataceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Lamiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Lauraceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Malpighiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Malvaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Melastomataceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Meliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Menispermaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Moraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Myristicaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Nyctaginaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Oleaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Phyllanthaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Piperaceae";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Rhamnaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Rubiaceae";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Salicaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Sapindaceae";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Sapotaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Simaroubaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Siparunaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Smilacaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Solanaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Urticaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Vitaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Vochysiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"19";"Zingiberaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Annonaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Araliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Arecaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Aristolochiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Asteraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Bignoniaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Burseraceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Cordiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Cucurbitaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Cyatheaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Dilleniaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Euphorbiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Fabaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Heliconiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Hypericaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Lacistemataceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Lauraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Lomariopsidaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Malpighiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Melastomataceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Meliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Moraceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Myristicaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Myrtaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Passifloraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Piperaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Rubiaceae";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Salicaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Sapindaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Simaroubaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Siparunaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"21";"Smilacaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Acanthaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Anacardiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Annonaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Apocynaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Araliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Arecaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Aristolochiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Asteraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Bignoniaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Burseraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Clusiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Convolvulaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Cordiaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Costaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Coulaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Cucurbitaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Cyatheaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Dichapetalaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Dilleniaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Euphorbiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Fabaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Heliconiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Hernandiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Lamiaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Lauraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Loganiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Malpighiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Malvaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Melastomataceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Meliaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Moraceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Myristicaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Myrtaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Nyctaginaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Passifloraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Phytolaccaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Piperaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Primulaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Rhamnaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Rubiaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Sapindaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Sapotaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Simaroubaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Siparunaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Smilacaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Solanaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Urticaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Violaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"23";"Vitaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Anacardiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Annonaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Apocynaceae";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Araliaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Arecaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Aristolochiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Asteraceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Bignoniaceae";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Burseraceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Calophyllaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Clethraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Combretaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Connaraceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Convolvulaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Costaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Coulaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Cucurbitaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Cyatheaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Dilleniaceae";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Erythropalaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Erythroxylaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Euphorbiaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Fabaceae";16
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Hernandiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Humiriaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Lamiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Lauraceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Lomariopsidaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Magnoliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Malpighiaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Malvaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Melastomataceae";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Meliaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Moraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Myristicaceae";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Nyctaginaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Phyllanthaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Phytolaccaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Piperaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Rubiaceae";10
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Rutaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Salicaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Sapindaceae";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Simaroubaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Siparunaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Smilacaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Solanaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Urticaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Violaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"24";"Vochysiaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Amaranthaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Anacardiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Annonaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Apocynaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Araliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Arecaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Aristolochiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Asteraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Bignoniaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Burseraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Caricaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Convolvulaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Cordiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Cucurbitaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Dilleniaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Euphorbiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Fabaceae";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Hypericaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Lamiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Malpighiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Malvaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Melastomataceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Meliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Myristicaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Nyctaginaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Piperaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Rubiaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Salicaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Sapindaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Smilacaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Urticaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"25";"Vochysiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Annonaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Apocynaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Araceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Araliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Arecaceae";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Aristolochiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Asteraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Bignoniaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Connaraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Cordiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Cucurbitaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Cyatheaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Dichapetalaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Dilleniaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Erythroxylaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Fabaceae";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Hypericaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Lacistemataceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Lamiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Lauraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Malpighiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Malvaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Melastomataceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Meliaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Moraceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Myristicaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Nyctaginaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Piperaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Primulaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Rubiaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Salicaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Sapindaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Simaroubaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Siparunaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Smilacaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Urticaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Verbenaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"27";"Violaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Acanthaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Achariaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Annonaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Apocynaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Araliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Arecaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Aristolochiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Asteraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Bignoniaceae";5
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Burseraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Capparaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Chrysobalanaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Connaraceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Cordiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Coulaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Cyatheaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Dichapetalaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Dilleniaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Erythropalaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Euphorbiaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Fabaceae";7
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Gnetaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Hernandiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Lacistemataceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Lauraceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Loganiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Malpighiaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Malvaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Melastomataceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Meliaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Menispermaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Moraceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Myristicaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Piperaceae";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Primulaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Quiinaceae";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Rubiaceae";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Salicaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Sapindaceae";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"34";"Sapotaceae";2
